"strName","strCAS","Source","Type","numValue","strHyperlink","strDateAssessed","strReference","POD.type","numPOD","numBMD","BMR.Type","strCriticalEffect","numUF","numUFa","numUFh","numUFs","numUFl","numUFd","numUFother","Species","Strain","numBW","Route","Organ","Effect","tblEffect_strSex","DR.Type","strEffectPOD","intAnimalsControl","intAnimalsAffectedControl","numMeanResponseControl","numSDResponseControl","CV.Type","RfDEndpoint","UFEndpoint","row.orig","Conceptual.Model","Effect.Magnitude","PrAF.BMDL.p50","PrAF.BMDL.p95p50","PrAF.LOAEL.p50","PrAF.LOAEL.p95p50","PrAF.NOAEL.p50","PrAF.NOAEL.p95p50","PrAF.Subchronic.p50","PrAF.Subchronic.p95p50","PrAF.BW.p50","PrAF.BW.p95p50","PrAF.TKTD.p50","PrAF.TKTD.p95p50","Human.log10gsdh.approx","Human.log10gsdu.approx","Human.log10gsdh.p50","Human.log10gsdh.p95p50","Human.approx.incidence.target","PrAF.Human.approx.p50","PrAF.Human.approx.p95p50","HDM50.approx.p50","HDM50.approx.p95p50","HDMI.approx.p50","HDMI.approx.p95p50","PrRfD.approx","PrRfDText","zRfD","I95.approx.RfD","I50.approx.RfD","I05.approx.RfD","I95.approx.HQ3","I50.approx.HQ3","I05.approx.HQ3","I95.approx.HQ10","I50.approx.HQ10","I05.approx.HQ10","I95.approx.HQ0.1","I50.approx.HQ0.1","I05.approx.HQ0.1","I95.approx.HQ0.3","I50.approx.HQ0.3","I05.approx.HQ0.3","PrAF.BMDL.Var","PrAF.LOAEL.Var","PrAF.NOAEL.Var","PrAF.Subchronic.Var","PrAF.BW.Var","PrAF.TKTD.Var","PrAF.Human.approx.Var","PrAF.BMDL.pct","PrAF.LOAEL.pct","PrAF.NOAEL.pct","PrAF.Subchronic.pct","PrAF.BW.pct","PrAF.TKTD.pct","PrAF.Human.approx.pct","HDMI.mc.p50","HDMI.mc.p05","HDMI.mc.p95"
"2-Chlorophenol",95578,"IRIS","RfD (mg/kg/day)",0.005,"http://www.epa.gov/iris/subst/0303.htm","7/1/1993","Exon, J.H. and L.D. Koller. 1982. Effects of transplacental exposure to chlorinated phenols. Environ. Health Perspect. 46: 137-140.","NOAEL",5,NA,NA,"Reproductive effects",1000,10,10,10,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral drinking water","female repro","reproduction","Both","Continuous","Reproductive effects (litter size)",NA,NA,11.4,1.2,"SD",0.005,1000,123,"Continuous","5% RD",1,1,1,1,0.333333333333333,7,2,4,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,1.53706444740688,13.9877148275135,0.158691334955372,20.4377576614925,0.00776461574619647,"Probabilistic RfD of 0.00776 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'Reproductive effects (litter size) (female repro effect: reproduction)' of magnitude 5% RD or greater.",-1.88478474338412,0.00384449713764308,2.1967471851429e-09,0,0.0358370893856148,1.05235054750723e-06,0,0.222914526683906,0.00022439545066462,0,7.19847405444618e-06,0,0,0.000187567304025169,6.14158399870932e-13,0,0,0,3.78656630819647,1.92181205567281,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.415895655820825,0.211081285841552,0.00490558167884197,0.132564647953702,0.235552828705079,0.233758738504998,0.00968327642456962,4.30932674667744
"2-Chlorophenol",95578,"IRIS","RfD (mg/kg/day)",0.005,"http://www.epa.gov/iris/subst/0303.htm","7/1/1993","Exon, J.H. and L.D. Koller. 1982. Effects of transplacental exposure to chlorinated phenols. Environ. Health Perspect. 46: 137-140.","NOAEL",5,NA,NA,"Reproductive effects",1000,10,10,10,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral drinking water","female repro","reproduction","Both","Dichotomous","Reproductive effects (number of stillborns)",91,0,NA,NA,"",0.005,1000,124,"Quantal-Stochastic","10% ER",1,1,1,1,0.666666666666667,4.7,2,4,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,0.768532223703438,10.5882009860242,0.0793456674776861,16.0743852283499,0.00493615565077703,"Probabilistic RfD of 0.00494 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'Reproductive effects (number of stillborns) (female repro effect: reproduction)' of magnitude 10% ER or greater.",-1.63724237803965,0.0102649884134923,1.24460478224066e-07,0,0.0745746580535269,2.75391234139427e-05,0,0.355645203308684,0.00255940668392074,0,3.33488296878915e-05,2.79217438937099e-14,0,0.000665119850641187,8.18623604348476e-11,0,0,0,2.3949497183834,1.92181205567281,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.310508600900844,0.249165637182621,0.00579067149362341,0.156482631056493,0.278052459366419,0.117786704872538,0.00607414483534247,1.67434391741047
"2-Chlorotoluene",95498,"IRIS","RfD (mg/kg/day)",0.02,"http://www.epa.gov/iris/subst/0412.htm","2/1/1990","Gibson, W.R., F.O. Gossett, G.R. Koenig and F. Marroquin. 1974a. The toxicity of daily oral doses of o-chlorotoluene in the rat. Toxicology Division, Lilly Research Laboratories. Submitted to Test Rules Development Branch, Office of Toxic Substances, U.S. EPA, Washington, D.C.","NOAEL",20,NA,NA,"Decrease in body weight gain",1000,10,10,10,1,1,NA,"Rat","Harlan",NA,"Oral gavage","systemic","body weight","M","Continuous","Decrease in body weight gain",NA,NA,NA,NA,"",0.02,1000,125,"Continuous","5% RD",1,1,1,1,0.333333333333333,4.7,2,4,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,6.1482577896275,10.5882009860242,0.634765339821489,16.0743852283499,0.0394892452062163,"Probabilistic RfD of 0.0395 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'Decrease in body weight gain (systemic effect: body weight)' of magnitude 5% RD or greater.",-2.0477690089252,0.00227845960567224,2.1967471851429e-09,0,0.022629539113341,1.05235054750723e-06,0,0.157103328128282,0.00022439545066462,0,3.96904125065305e-06,0,0,0.000106289903320309,6.14158399870932e-13,0,0,0,2.3949497183834,1.92181205567281,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.310508600900844,0.249165637182621,0.00579067149362341,0.156482631056493,0.278052459366419,0.942293638980301,0.0485931586827398,13.3947513392837
"2-Ethoxyethanol",110805,"HEAST","RfD (mg/kg/day)",0.4,"http://epa-heast.ornl.gov/heast.php?chemical=Ethoxyethanol, 2-","1984","Melnick, R.L. 1984.  Toxicities of ethylen glycol and ethylene glycol monoethyl ether in Fischer 344/N rats and B6C3F1 mice.  Environ. Health Persp. 57: 147-155.","LOAEL",357,NA,NA,"decreased weight",1000,10,10,1,10,1,NA,"Rat","Wistar",NA,"Oral gavage","systemic","body weight","Both","","body weight",NA,NA,NA,NA,"",0.4,1000,126,"Continuous","5% RD",1,1,10,3,0.333333333333333,4.7,1,1,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,21.9492803089702,9.05274972768732,2.26611226316272,14.0890414971553,0.160842188137516,"Probabilistic RfD of 0.161 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'systemic effect: body weight' of magnitude 5% RD or greater.",-1.07838715852861,0.0529509518733257,2.03700269251866e-05,0,0.248707461825047,0.00145209745274884,0,0.705271251467597,0.0405630642484603,3.70029702230881e-11,0.000416583337215213,5.15688376630126e-11,0,0.00545336810798195,4.73193563179847e-08,0,0,1.20694896081258,2.3949497183834,0,0.0446633910386682,1.20694896081258,2.14461582488682,0,0.17246743102251,0.342227251332634,0,0.00638219225774622,0.17246743102251,0.3064556943646,3.38145790652345,0.196325920648936,41.5795616660524
"2-Hexanone",591786,"IRIS","RfD (mg/kg/day)",0.005,"http://www.epa.gov/iris/subst/1019.htm","9/25/2009","O'Donoghue, JL; Krasavage, WJ; Terhaar, CJ. (1978) A comparative chronic toxicity study of methyl n-propyl ketone, methyl n-butyl ketone, and hexane by ingestion. Eastman Kodak Company, Rochester, NY; Report No. 104657Y. Submitted under TSCA Section 8ECP; EPA Document No. 88-920008233; NTIS No. OTS0555051. [An external peer review was conducted by EPA in December 2007 to evaluate the accuracy of experimental procedures, results, and interpretation and discussion of the findings presented. A report of this peer review is available through the EPA's IRIS Hotline, at (202) 566-1676 (phone), (202) 566-1749 (fax), or hotline.iris@epa.gov (e-mail address) and on the IRIS website (www.epa.gov/iris).]","BMDL",5,36.1,"10% ER","Axonal swelling of the peripheral nerve",1000,10,10,1,1,10,NA,"Rat","Sprague-Dawley",NA,"Oral drinking water","PNS","gross pathology","Both","Dichotomous","Axonal swelling of the peripheral nerve",10,0,NA,NA,"",0.05,100,127,"Quantal-Deterministic","ED50",0.0461680517082179,7.52332571889859,1,1,1,1,1,1,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,22.1952106205553,10.0479931101777,2.29150287675558,15.3769758657907,0.149021686497766,"Probabilistic RfD of 0.149 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'Axonal swelling of the peripheral nerve (PNS effect: gross pathology)'.",-2.30214523671238,0.000860508724891343,2.11790358837096e-10,0,0.0101336052911418,1.53143494849454e-07,0,0.0863213659734891,5.0947839505418e-05,0,1.06952970023285e-06,0,0,3.35833547140692e-05,3.7580303154897e-14,0,4.07235745871715,0,0,0,0.0446633910386682,1.20694896081258,2.14461582488682,0.545264881128853,0,0,0,0.00598016722559089,0.161603417263223,0.287151534382334,3.40758396028184,0.182859988972346,46.1430402117978
"2-Methoxyethanol",109864,"PPRTV","RfD (mg/kg/day)",0.005,"http://hhpprtv.ornl.gov/issue_papers/Methoxyethanol2.pdf","4/1/2011","Scott, WJ; Fradkin, R; Wittfoht, W; et al. (1989) Teratologic potential of 2-methoxyethanol and transplacental distribution of its metabolite, 2-methoxyacetic acid, in non-human primates. Teratology 39:363−373.","BMDL",1.64,8.15,"5% ER","Embryolethality",300,10,10,3,1,1,NA,"Non-human primate","Macaque",NA,"Oral gavage","female repro","reproduction","Both","Dichotomous","Chemical-related embryolethality",6,0,NA,NA,"",0.005,300,128,"Quantal-Stochastic","5% ER",0.201226993865031,4.96951219512195,1,1,1,1,2,4,1.74106839727518,1.07673486948241,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,2.34051689547492,10.8969884064884,0.241642275478511,16.4725103126985,0.0146694262678489,"Probabilistic RfD of 0.0147 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'Chemical-related embryolethality (female repro effect: reproduction)' of magnitude 5% ER or greater.",-2.27675774298525,0.000879909675325537,1.49340533494292e-10,0,0.0104645525572363,1.14621821989999e-07,0,0.0894240809222476,4.06703016342649e-05,0,1.05920616933054e-06,0,0,3.38150347188805e-05,2.48117679043977e-14,0,2.57064042692733,0,0,1.92181205567281,0.00546611700183952,1.20694896081258,2.14461582488682,0.327491670565353,0,0,0.244832935027484,0.000696366465603984,0.153761579147064,0.273217448794495,0.358415909287899,0.0180816829443877,5.23258803010998
"2-Methylnaphthalene",91576,"ATSDR","Chronic Oral MRL (mg/kg/day)",0.04,"http://www.atsdr.cdc.gov/ToxProfiles/tp67.pdf","8/2005","Murata Y, Denda A, Maruyama H, et al. 1997. Chronic toxicity and carcinogenicity studies of 2-methylnaphthalene in B6C3F1 mice. Fundam Appl Toxicol 36(1):90-93.","BMDL",4.3,6.47,"5% ER","increased incidence of pulmonary alveolar proteinosis",100,10,10,1,1,1,NA,"Mouse","B6C3F1",NA,"Oral diet","lung","nonneoplastic histopathology","M","Dichotomous","increased incidence of pulmonary alveolar proteinosis",49,4,NA,NA,"",0.04,100,129,"Quantal-Deterministic","ED50",0.221535291087069,1.77821064810971,1,1,1,1,1,1,9.23577592339137,1.34502322961965,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,2.10161010412135,3.5794139726811,0.216976792054077,6.97157756556936,0.031123055006325,"Probabilistic RfD of 0.0311 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'increased incidence of pulmonary alveolar proteinosis (lung effect: nonneoplastic histopathology)'.",-1.43230070479112,0.0156811444567228,2.46704421367986e-05,0,0.0869634663945544,0.00167765183790266,0,0.355157201243174,0.0445962314057121,2.5342962898238e-08,0.00010855395507784,6.91430769562819e-11,0,0.00147760872648251,6.04200519179118e-08,0,0.331324114734102,0,0,0,0.0878596492809501,1.20694896081258,2.14461582488682,0.0878669342083793,0,0,0,0.0233003203800485,0.320082059278119,0.568750686133454,0.339209059490269,0.0351335597657228,1.81596006474547
"2-Methylnaphthalene",91576,"IRIS","RfD (mg/kg/day)",0.004,"http://www.epa.gov/iris/subst/1006.htm","12/22/2003","Murata, Y; Denda, A; Maruyama, H; Nakae, D; Tsutsumi, M; Tsujiuchi, T; Konishi, Y (1997) Short communication. Chronic toxicity and carcinogenicity studies of 2-methylnaphthalene in B6C3F1 mice. Fundam Appl Toxicol. 36:90 93.","BMDL",3.5,4.7,"5% ER","Pulmonary alveolar proteinosis",1000,10,10,1,1,10,NA,"Mouse","B6C3F1",NA,"Oral diet","lung","nonneoplastic histopathology","M","Dichotomous","Pulmonary alveolar proteinosis",99,4,NA,NA,"",0.04,100,130,"Quantal-Deterministic","ED50",0.24822695035461,1.65087758219946,1,1,1,1,1,1,9.23577592339137,1.34502322961965,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,1.52667194580685,3.4674854096058,0.157618380626609,6.82865750093007,0.0230818986902098,"Probabilistic RfD of 0.0231 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'Pulmonary alveolar proteinosis (lung effect: nonneoplastic histopathology)'.",-1.17409318881862,0.0259517680889194,9.52591753201667e-05,0,0.127957592255469,0.00458407292784949,3.38659027748868e-15,0.461451970564896,0.0849965740542258,2.08986645985365e-06,0.000233548080493626,5.63398726709887e-10,0,0.00279951144926548,3.4391838861775e-07,0,0.251308722807469,0,0,0,0.0878596492809501,1.20694896081258,2.14461582488682,0.0680918159247525,0,0,0,0.0238054732013224,0.327021464086559,0.581081246787366,0.2469625197125,0.0259605476816878,1.28669228041884
"2-Methylnaphthalene",91576,"IRIS","RfD (mg/kg/day)",0.004,"http://www.epa.gov/iris/subst/1006.htm","12/22/2003","Murata, Y; Denda, A; Maruyama, H; Nakae, D; Tsutsumi, M; Tsujiuchi, T; Konishi, Y (1997) Short communication. Chronic toxicity and carcinogenicity studies of 2-methylnaphthalene in B6C3F1 mice. Fundam Appl Toxicol. 36:90 93.","BMDL",3.5,4.7,"5% ER","Pulmonary alveolar proteinosis",1000,10,10,1,1,10,NA,"Mouse","B6C3F1",NA,"Oral diet","lung","nonneoplastic histopathology","F","Dichotomous","Pulmonary alveolar proteinosis",50,5,NA,NA,"",0.04,100,131,"Quantal-Deterministic","ED50",0.24822695035461,1.65087758219946,1,1,1,1,1,1,9.23577592339137,1.34502322961965,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,1.52667194580685,3.4674854096058,0.157618380626609,6.82865750093007,0.0230818986902098,"Probabilistic RfD of 0.0231 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'Pulmonary alveolar proteinosis (lung effect: nonneoplastic histopathology)'.",-1.17409318881862,0.0259517680889194,9.52591753201667e-05,0,0.127957592255469,0.00458407292784949,3.38659027748868e-15,0.461451970564896,0.0849965740542258,2.08986645985365e-06,0.000233548080493626,5.63398726709887e-10,0,0.00279951144926548,3.4391838861775e-07,0,0.251308722807469,0,0,0,0.0878596492809501,1.20694896081258,2.14461582488682,0.0680918159247525,0,0,0,0.0238054732013224,0.327021464086559,0.581081246787366,0.2469625197125,0.0259605476816878,1.28669228041884
"3,4-Dimethylphenol",95658,"IRIS","RfD (mg/kg/day)",0.001,"http://www.epa.gov/iris/subst/0231.htm","1/1/1989","Veldre. I.A. and H.J. Janes. 1979. Toxicological studies of shale oils, some of their components and commercial products. Environ. Health Perspect. 30: 141-146.","NOEL",1.4,NA,NA,"Changes in blood pressure and body weight; histopathological changes in liver, kidney and spleen",1000,10,10,10,1,1,NA,"Rat","Unspecified",NA,"Oral gavage","kidneys","nonneoplastic histopathology","Both","Dichotomous","histopathological changes in kidney",NA,NA,NA,NA,"",0.001,1000,132,"Quantal-Deterministic","ED50",1,1,1,1,0.222222222222222,5,2,4,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,0.645567067910888,11.0317093299194,0.0666503606812563,16.646091197679,0.00400396464790182,"Probabilistic RfD of 0.004 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'histopathological changes in kidney (kidneys effect: nonneoplastic histopathology)'.",-2.45628267074193,0.000398985967385204,1.69232378977866e-11,0,0.00544991517103571,1.86445663973992e-08,0,0.0545865020356275,9.78522890041895e-06,0,3.61426425954781e-07,0,0,1.32096530211101e-05,1.83198181090628e-15,0,0,0,2.59029039398023,1.92181205567281,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.327539466462885,0.243011091273735,0.00564763831315053,0.152617412932236,0.271184391017994,0.0988217715249677,0.00493907596736134,1.45914958892452
"3,4-Dimethylphenol",95658,"IRIS","RfD (mg/kg/day)",0.001,"http://www.epa.gov/iris/subst/0231.htm","1/1/1989","Veldre. I.A. and H.J. Janes. 1979. Toxicological studies of shale oils, some of their components and commercial products. Environ. Health Perspect. 30: 141-146.","NOEL",1.4,NA,NA,"Changes in blood pressure and body weight; histopathological changes in liver, kidney and spleen",1000,10,10,10,1,1,NA,"Rat","Unspecified",NA,"Oral gavage","spleen","nonneoplastic histopathology","Both","Dichotomous","histopathological changes in spleen",NA,NA,NA,NA,"",0.001,1000,133,"Quantal-Deterministic","ED50",1,1,1,1,0.222222222222222,5,2,4,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,0.645567067910888,11.0317093299194,0.0666503606812563,16.646091197679,0.00400396464790182,"Probabilistic RfD of 0.004 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'histopathological changes in spleen (spleen effect: nonneoplastic histopathology)'.",-2.45628267074193,0.000398985967385204,1.69232378977866e-11,0,0.00544991517103571,1.86445663973992e-08,0,0.0545865020356275,9.78522890041895e-06,0,3.61426425954781e-07,0,0,1.32096530211101e-05,1.83198181090628e-15,0,0,0,2.59029039398023,1.92181205567281,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.327539466462885,0.243011091273735,0.00564763831315053,0.152617412932236,0.271184391017994,0.0988217715249677,0.00493907596736134,1.45914958892452
"3,4-Dimethylphenol",95658,"IRIS","RfD (mg/kg/day)",0.001,"http://www.epa.gov/iris/subst/0231.htm","1/1/1989","Veldre. I.A. and H.J. Janes. 1979. Toxicological studies of shale oils, some of their components and commercial products. Environ. Health Perspect. 30: 141-146.","NOEL",1.4,NA,NA,"Changes in blood pressure and body weight; histopathological changes in liver, kidney and spleen",1000,10,10,10,1,1,NA,"Rat","Unspecified",NA,"Oral gavage","liver","nonneoplastic histopathology","Both","Dichotomous","histopathological changes in liver",NA,NA,NA,NA,"",0.001,1000,134,"Quantal-Deterministic","ED50",1,1,1,1,0.222222222222222,5,2,4,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,0.645567067910888,11.0317093299194,0.0666503606812563,16.646091197679,0.00400396464790182,"Probabilistic RfD of 0.004 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'histopathological changes in liver (liver effect: nonneoplastic histopathology)'.",-2.45628267074193,0.000398985967385204,1.69232378977866e-11,0,0.00544991517103571,1.86445663973992e-08,0,0.0545865020356275,9.78522890041895e-06,0,3.61426425954781e-07,0,0,1.32096530211101e-05,1.83198181090628e-15,0,0,0,2.59029039398023,1.92181205567281,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.327539466462885,0.243011091273735,0.00564763831315053,0.152617412932236,0.271184391017994,0.0988217715249677,0.00493907596736134,1.45914958892452
"3,4-Dimethylphenol",95658,"IRIS","RfD (mg/kg/day)",0.001,"http://www.epa.gov/iris/subst/0231.htm","1/1/1989","Veldre. I.A. and H.J. Janes. 1979. Toxicological studies of shale oils, some of their components and commercial products. Environ. Health Perspect. 30: 141-146.","NOEL",1.4,NA,NA,"Changes in blood pressure and body weight; histopathological changes in liver, kidney and spleen",1000,10,10,10,1,1,NA,"Rat","Unspecified",NA,"Oral gavage","systemic","body weight","Both","Continuous","changes in body weight",NA,NA,NA,NA,"",0.001,1000,135,"Continuous","5% RD",1,1,1,1,0.333333333333333,4.7,2,4,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,0.430378045273925,10.5882009860242,0.0444335737875042,16.0743852283499,0.00276424716443514,"Probabilistic RfD of 0.00276 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'changes in body weight (systemic effect: body weight)' of magnitude 5% RD or greater.",-2.24704964882486,0.00102428122264538,2.59286397947902e-10,0,0.0117987378883806,1.81100072652872e-07,0,0.0974368826582221,5.80236784461843e-05,0,1.32141067310496e-06,0,0,4.08021223001121e-05,4.77948446565035e-14,0,0,0,2.3949497183834,1.92181205567281,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.310508600900844,0.249165637182621,0.00579067149362341,0.156482631056493,0.278052459366419,0.0659605547286211,0.00340152110779178,0.937632593749861
"3,4-Dimethylphenol",95658,"IRIS","RfD (mg/kg/day)",0.001,"http://www.epa.gov/iris/subst/0231.htm","1/1/1989","Veldre. I.A. and H.J. Janes. 1979. Toxicological studies of shale oils, some of their components and commercial products. Environ. Health Perspect. 30: 141-146.","NOEL",1.4,NA,NA,"Changes in blood pressure and body weight; histopathological changes in liver, kidney and spleen",1000,10,10,10,1,1,NA,"Rat","Unspecified",NA,"Oral gavage","systemic","hematology","Both","Continuous","changes in blood pressure",NA,NA,NA,NA,"",0.001,1000,136,"Continuous","5% RD",1,1,1,1,0.333333333333333,4.7,2,4,4.87943105616227,1.23532877615645,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,0.430378045273925,10.5882009860242,0.0444335737875042,16.0743852283499,0.00276424716443514,"Probabilistic RfD of 0.00276 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'changes in blood pressure (systemic effect: hematology)' of magnitude 5% RD or greater.",-2.24704964882486,0.00102428122264538,2.59286397947902e-10,0,0.0117987378883806,1.81100072652872e-07,0,0.0974368826582221,5.80236784461843e-05,0,1.32141067310496e-06,0,0,4.08021223001121e-05,4.77948446565035e-14,0,0,0,2.3949497183834,1.92181205567281,0.0446633910386682,1.20694896081258,2.14461582488682,0,0,0.310508600900844,0.249165637182621,0.00579067149362341,0.156482631056493,0.278052459366419,0.0659605547286211,0.00340152110779178,0.937632593749861
"3-Amino-2,5-Dichlorobenzoic Acid",133904,"IRIS","RfD (mg/kg/day)",0.015,"http://www.epa.gov/iris/subst/0023.htm","3/1/1988","Union Carbide Agricultural Products Company, Inc. 1978. MRID No. 00040392, 00040398. Available from EPA. Write for FOI, EPA, Washington DC 20460.","LEL",15,NA,NA,"Hepatocyte degeneration",1000,10,10,1,10,1,NA,"Mouse","CD-1",NA,"Oral diet","liver","nonneoplastic histopathology","Both","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.015,1000,137,"Quantal-Deterministic","ED50",1,1,10,3,0.222222222222222,5,1,1,9.23577592339137,1.34502322961965,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,0.730853591077749,9.55014808952689,0.0754556077467809,14.733219757178,0.00512146082053918,"Probabilistic RfD of 0.00512 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'liver effect: nonneoplastic histopathology'.",-0.98778741846628,0.0694029836787115,3.42469719597178e-05,0,0.301600434816664,0.0021457516575037,0,0.769727305371728,0.052358888581139,1.55002667648412e-10,0.000621184975041937,1.14507983589283e-10,0,0.00767389682714441,9.19326973482962e-08,0,0,1.20694896081258,2.59029039398023,0,0.0878596492809501,1.20694896081258,2.14461582488682,0,0.166782511371917,0.357939855882323,0,0.0121409052338611,0.166782511371917,0.296354216139982,0.112382783162486,0.00626943581987722,1.45202103819714
"4,4-Methylene bis(2-chloroaniline)",101144,"ATSDR","Chronic Oral MRL (mg/kg/day)",0.003,"http://www.atsdr.cdc.gov/ToxProfiles/tp45.pdf","5/1994","Stula et al. 1977.  Urinary bladder tumors in dogs from 4,4'-methylene-bis(2-chloroaniline) (MOCA). J Environ Pathol Toxicol 1:31-50.","LOAEL",10,NA,NA,"hepatic - increased GPT, nodular hepatic hyperplasia",3000,10,10,1,10,3,NA,"Dog","Beagle",NA,"Oral - other","liver","nonneoplastic histopathology","Both","Dichotomous","liver nodular hepatic hyperplasia",6,0,NA,NA,"",0.009,1000,138,"Quantal-Deterministic","ED50",1,1,10,3,0.222222222222222,5,1,1,1.68931441519092,1.07241134173319,1,3,0.4239,0.16621,0.323957566318277,2.15241498835851,0.01,9.68587508473058,4.32516673243793,2.66380252221515,9.37546754118559,0.275019293446654,14.5071056619386,0.0189575577551769,"Probabilistic RfD of 0.019 mg/kg-d = estimate, based on the study data, of the dose at which, with 95% confidence, at most 1% of the population will have 'liver nodular hepatic hyperplasia (liver effect: nonneoplastic histopathology)'.",-2.10300148384509,0.00199331190028713,2.77455413504221e-09,0,0.0199104871484727,1.27390372878914e-06,0,0.141136180691618,0.000259483270090988,0,3.50415720049417e-06,0,0,9.31975694431214e-05,8.12867993918005e-13,0,0,1.20694896081258,2.59029039398023,0,0.00488736662282773,1.20694896081258,2.14461582488682,0,0.168716942799693,0.362091430893258,0,0.000683195049432417,0.168716942799693,0.299791488457923,0.409868250102899,0.0231820404626657,5.20570136508415
